46531,1465,4G,2:0:0,4G,0-2:0:0,3.52,1,COMPLETED,ld32,,useSomeMemTimeAccordingInputSize.sh,none
46535,2930,4G,2:0:0,4G,0-2:0:0,6.38,2,COMPLETED,ld32,,useSomeMemTimeAccordingInputSize.sh,none
46534,4395,4G,2:0:0,4G,0-2:0:0,9.24,4,COMPLETED,ld32,,useSomeMemTimeAccordingInputSize.sh,none
46533,5860,4G,2:0:0,4G,0-2:0:0,12.10,5,COMPLETED,ld32,,useSomeMemTimeAccordingInputSize.sh,none
46532,7325,4G,2:0:0,4G,0-2:0:0,14.96,7,COMPLETED,ld32,,useSomeMemTimeAccordingInputSize.sh,none
46571,0,2G,2:0:0,2G,0-2:0:0,10.93,1,COMPLETED,ld32,,useSomeMemTimeNoInput.sh,none
46572,0,2G,2:0:0,2G,0-2:0:0,13.23,1,COMPLETED,ld32,,useSomeMemTimeNoInput.sh,none
46573,0,2G,2:0:0,2G,0-2:0:0,16.66,2,COMPLETED,ld32,,useSomeMemTimeNoInput.sh,none
46881,4395,2G,2:0:0,15M,0-0:9:0,0,0,COMPLETED,ld32,,useSomeMemTimeAccordingInputSize.sh,none,slurm-%j.out slurm-Qzipzr0t.sh slurm-%j.err,1,compute-dev04,slurm-46881.err,Sat Jan 28 12:54:10 EST 2023,"/home/ld32/smartSlurm/bin/ssbatch --comment=SSBATCH_I=bigText3.txt SSBATCH_S=useSomeMemTimeAccordingInputSize.sh -A rccg -p priority job1.sh run"
47048,1228505,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Sat Mar 11 11:16:14 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47049,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Sat Mar 11 11:16:21 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47050,1634125,8G,30,8G,0-0:30:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,hg38,2.1.multistats.$,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.$.err,Sat Mar 11 11:18:12 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R hg38 -F 2.1.multistats.$ -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D 47049 -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh rcbio_prep_metadata.csv run"
47052,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Sat Mar 11 11:52:44 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47051,1228505,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Sat Mar 11 11:52:44 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47053,1634125,8G,30,8G,0-0:30:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,hg38,2.1.multistats.$,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.$.err,Sat Mar 11 11:54:59 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R hg38 -F 2.1.multistats.$ -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D .47051.47052 -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.57bd68d39ce94027fdbb77215197f079.run.sh rcbio_prep_metadata.csv run"
47054,1634125,8G,30,8G,0-0:30:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,hg38,2.1.multistats,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.err,Sat Mar 11 12:17:31 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R hg38 -F 2.1.multistats -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.1d3e284302a2b17dc73ba4ef83bdf9fc.run.sh rcbio_prep_metadata.csv run"
47056,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Sat Mar 11 15:22:42 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.1d3e284302a2b17dc73ba4ef83bdf9fc.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47055,1228505,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Sat Mar 11 15:22:42 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.1d3e284302a2b17dc73ba4ef83bdf9fc.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47057,1634125,8G,30,8G,0-0:30:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,hg38,2.1.multistats,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.err,Sat Mar 11 15:24:17 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R hg38 -F 2.1.multistats -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D .47055.47056 -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.1d3e284302a2b17dc73ba4ef83bdf9fc.run.sh rcbio_prep_metadata.csv run"
47058,1228505,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Sat Mar 11 16:07:34 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.1d3e284302a2b17dc73ba4ef83bdf9fc.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47059,1634125,8G,12:0:0,8G,0-12:0:0,0,1,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Sat Mar 11 16:07:37 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.1d3e284302a2b17dc73ba4ef83bdf9fc.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47060,1634125,8G,30,8G,0-0:30:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,hg38,2.1.multistats,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.err,Sat Mar 11 16:09:27 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R hg38 -F 2.1.multistats -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D .47058.47059 -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.1d3e284302a2b17dc73ba4ef83bdf9fc.run.sh rcbio_prep_metadata.csv run"
47061,1228505,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Sat Mar 11 16:26:17 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.1d3e284302a2b17dc73ba4ef83bdf9fc.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47062,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Sat Mar 11 16:26:18 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.1d3e284302a2b17dc73ba4ef83bdf9fc.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47063,1634125,8G,30,8G,0-0:30:0,0,1,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,hg38,2.1.multistats,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.err,Sat Mar 11 16:26:45 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R hg38 -F 2.1.multistats -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D .47061.47062 -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.1d3e284302a2b17dc73ba4ef83bdf9fc.run.sh rcbio_prep_metadata.csv run"
47064,1228505,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Sat Mar 11 16:29:53 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.5169dd6dcac3a79f7ce5727ae3f9ff4c.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47065,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Sat Mar 11 16:29:56 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.5169dd6dcac3a79f7ce5727ae3f9ff4c.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47066,0,8G,30,8G,0-0:30:0,0,1,COMPLETED,ld32,/home/ld32/projects/testPipe,multistats,none,2.1.multistats.$,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/2.1.multistats.$.err,Sat Mar 11 16:30:46 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S multistats -R none -F 2.1.multistats.$ -I none -D .47064.47065 -A rccg -p short -t 30 --mem=8G -A rccg --wrap set -e; echo Rscript logs/slurmPipeLine.5169dd6dcac3a79f7ce5727ae3f9ff4c.run.sh rcbio_prep_metadata.csv run"
47067,1228505,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz.err,Sat Mar 11 16:37:19 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.5169dd6dcac3a79f7ce5727ae3f9ff4c.run.sh /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_A_dualUMI_1_S1_L001_R2_001.fastq.gz NTC026_HEK_A_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
47068,1634125,8G,12:0:0,8G,0-12:0:0,0,0,COMPLETED,ld32,/home/ld32/projects/testPipe,pipeline,hg38,1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,1,compute-a-16-26,/home/ld32/projects/testPipe/logs/1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz.err,Sat Mar 11 16:37:19 EST 2023,"/home/ld32/smartSlurm/bin/smartSbatch -L /home/ld32/projects/testPipe -S pipeline -R hg38 -F 1.0.pipeline._home_ld32_projects_testPipe_NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz -I ,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz,/home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz -D null -A rccg -c 1 -p short -t 12:0:0 --mem 8G -A rccg --wrap set -e; echo logs/slurmPipeLine.5169dd6dcac3a79f7ce5727ae3f9ff4c.run.sh /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R1_001.fastq.gz /home/ld32/projects/testPipe/NTC026_HEK_B_dualUMI_2_S2_L001_R2_001.fastq.gz NTC026_HEK_B_dualUMI_L001 dm6 hg38 HEK PRO-seq /home/ld32/projects/testPipe/hg38.basic_formakeheatmap.txt /home/ld32/projects/testPipe/out run"
